name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Honda City 1.5 V AT,2010,321000,60000,Petrol,Individual,Automatic,First Owner,16.8 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Toyota Etios Liva 1.2 V Dual Tone,2017,585000,50000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,104Nm@ 3100rpm,5
Hyundai i20 1.4 CRDi Asta,2011,350000,90000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Maruti Ertiga SHVS LDI Option,2016,756000,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Maruti Omni 8 Seater BSII,2012,80000,120000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,8
Mahindra Scorpio VLS 2.2 mHawk,2009,320000,80000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
Maruti Alto K10 2010-2014 VXI,2011,210000,35000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Alto LXi,2008,110000,80000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift VDI BSIV W ABS,2011,290000,77000,Diesel,Individual,Manual,First Owner,,,,,
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,625000,120000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2835 CC,116.9 bhp,292Nm@ 2000rpm,6
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,600000,145000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8
Hyundai i20 Sportz 1.2,2012,300000,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,240000,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Ford Figo 1.5D Trend MT,2016,377000,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Maruti Ertiga VXI,2013,450000,140000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Hyundai Verna Xi (Petrol),2008,160000,100000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,550000,168000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Chevrolet Cruze LTZ,2010,270000,120000,Diesel,Individual,Manual,First Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Toyota Etios GD,2016,570000,145000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5
Ford Figo Diesel Titanium,2011,225000,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Hyundai Xcent 1.2 VTVT S,2019,590000,90000,Petrol,Individual,Manual,Second Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Jeep Compass 2.0 Longitude Option BSIV,2018,1675000,80000,Diesel,Individual,Manual,Second Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Ford Aspire Titanium BSIV,2019,800000,33000,Petrol,Dealer,Manual,Second Owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5
Chevrolet Sail 1.2 LS ABS,2014,450000,13500,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Tata Indigo LX,2012,300000,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Hyundai i20 1.2 Spotz,2017,645000,20000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Swift Dzire VDI,2013,520000,58000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai EON Magna Plus,2013,200000,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Honda City i VTEC V,2015,700000,30000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti 800 AC,2000,45000,50000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Ritz VDi,2014,325000,90000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Maruti Wagon R VXI BS IV,2015,350000,50000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Verna 1.6 CRDI,2011,440000,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5
Hyundai i20 1.4 CRDi Magna,2011,320000,70000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Volkswagen Polo Petrol Comfortline 1.2L,2013,350000,50000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5
Ford Figo Diesel Celebration Edition,2013,310000,90000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5
Maruti Swift 1.3 VXi,2007,150000,70000,Petrol,Individual,Manual,Third Owner,,,,,
Mahindra Scorpio M2DI,2010,420000,160500,Diesel,Individual,Manual,First Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
Renault Duster 4x4,2014,560000,132000,Diesel,Individual,Manual,First Owner,19.72 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5
Maruti Swift VDI,2013,470000,120000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Verna Transform VTVT,2011,380000,80000,Petrol,Individual,Manual,First Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5
Mahindra Scorpio 1.99 S6 Plus,2015,670000,57000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai Creta 1.6 CRDi SX Option,2015,899000,80000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Chevrolet Optra Magnum 2.0 LS BSIII,2011,290000,88000,Diesel,Individual,Manual,Third Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,869999,217000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,First Owner,21.66 kmpl,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Maruti Alto 800 LXI,2015,220000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Chevrolet Enjoy TCDi LS 8 Seater,2014,190000,139000,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,8
Chevrolet Beat Diesel LT Option,2014,170000,76000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5
Maruti 800 AC BSIII,2007,60000,62000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Tata New Safari 4X2,2007,300000,110000,Petrol,Individual,Manual,First Owner,12.0 kmpl,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7
Chevrolet Spark 1.0 LT,2012,125000,40000,Petrol,Individual,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,130000,120000,Diesel,Individual,Manual,First Owner,,,,,
Maruti Alto LX,2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift Dzire LDi,2012,310000,77000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Chevrolet Spark 1.0 LT,2011,130000,110000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Mahindra Jeep MM 540,1995,160000,90000,Diesel,Individual,Manual,Third Owner,,,,,
Mercedes-Benz E-Class E270 CDI,2005,800000,120005,Diesel,Individual,Automatic,First Owner,11.0 kmpl,2987 CC,198.5 bhp,"46.5@ 1,400-2,800(kgm@ rpm)",5
Maruti Alto K10 Knightracer,2012,260000,16830,Petrol,Individual,Manual,First Owner,20.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Individual,Manual,Second Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7
Tata Indica V2 DLE BSIII,2007,200000,50000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Mahindra Quanto C2,2013,450000,52000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Tata Indigo V BSIII,2012,229999,50000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Ford Endeavour 3.0L 4X4 AT,2011,975000,93468,Diesel,Individual,Automatic,Second Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7
Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5
Tata Manza ELAN Quadrajet BS III,2011,250000,70000,Diesel,Individual,Manual,Third Owner,19.0 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,Third Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,Third Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Nissan Teana XL,2014,600000,80000,Petrol,Individual,Automatic,Second Owner,11.07 kmpl,2496 CC,179.5 bhp,228Nm@ 4400rpm,5
Chevrolet Beat LT,2010,250000,63000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Tata Indica V2 DLS TC,2008,70000,100000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,Third Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,Third Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,Third Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,Third Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Honda City i VTEC V,2016,675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti Baleno Delta,2017,570000,25272,Petrol,Trustmark Dealer,Manual,Third Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,889000,25000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,121.31 bhp,150Nm@ 4500rpm,5
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Swift Ldi BSIV,2010,320000,130000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Skoda Yeti Ambition 4WD,2011,600000,202000,Diesel,Individual,Manual,Third Owner,17.67 kmpl,1968 CC,138.08 bhp,320Nm@ 1750-2500rpm,5
Maruti Ciaz S 1.3,2018,1000000,40000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Zen LX,2000,110000,70000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Honda City 2017-2020 GXi,2008,250000,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Alto LXI,2004,118000,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Renault Duster 85PS Diesel RxL Optional,2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Alto LXi,2006,120000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti 800 Std MPFi,2003,65000,90000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Alto LX,2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto Std,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5
Mahindra Scorpio 2.6 CRDe,2006,250000,120000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5
Maruti Ertiga VDI,2013,599000,60000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Volkswagen Polo Diesel Highline 1.2L,2013,440000,75000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000,185000,Diesel,Individual,Manual,Second Owner,11.4 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Nissan Micra XV CVT,2015,300000,71717,Petrol,Individual,Automatic,Second Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5
Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7
Hyundai Santro Xing GLS LPG,2011,250000,100000,LPG,Individual,Manual,Second Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
Tata New Safari Dicor VX 4X2 BS IV,2009,150000,90000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner,,,,,
Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7
Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5
Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Toyota Etios GD,2011,400000,90000,Diesel,Individual,Manual,Third Owner,,,,,
Maruti Esteem Vxi - BSII,2005,93000,120000,Petrol,Individual,Manual,Third Owner,,,,,
Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Diesel,Individual,Manual,First Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9
Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,First Owner,12.8 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5
Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5
Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8 kmpl,1597 CC,118 bhp,300Nm@ 2000rpm,5
BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8
Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5
Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,2596 CC,80.8 bhp,230Nm@ 1800-2000rpm,5
Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Creta 1.6 CRDi AT SX Plus,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Mahindra Thar CRDe ABS,2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5
MG Hector Sharp DCT Dualtone,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8 kmpl,2148 CC,170 bhp,"42@ 2,000(kgm@ rpm)",5
Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,Second Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7
Maruti Swift VXI Optional,2017,600000,24522,Petrol,Dealer,Manual,Second Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,Second Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,11000,Diesel,Dealer,Automatic,Second Owner,19.3 kmpl,1968 CC,141 bhp,320Nm@ 1750-3000rpm,5
Maruti Vitara Brezza ZDi Plus,2016,839000,63000,Diesel,Dealer,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000,300000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
